Date,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department
2022/5/1,RHW,NHS ENGLAND SOUTH EAST,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11861,2116,0
2022/5/1,RWJ,NHS ENGLAND NORTH WEST,STOCKPORT NHS FOUNDATION TRUST,9627,0,0
2022/5/1,Y03007,NHS ENGLAND MIDLANDS,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0
2022/5/1,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE,LEEDS TEACHING HOSPITALS NHS TRUST,18581,0,11164
2022/5/1,RVY,NHS ENGLAND NORTH WEST,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,8121,0,2746
2022/5/1,RYF,NHS ENGLAND SOUTH WEST,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1740
2022/5/1,REM,NHS ENGLAND NORTH WEST,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17589,227,8324
2022/5/1,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,13338,0,0
2020/11/1,RYY,NHS ENGLAND SOUTH EAST,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,3588
2020/11/1,AQN04,NHS ENGLAND SOUTH EAST,PHL LYMINGTON UTC,0,0,1122
2020/11/1,RW1,NHS ENGLAND SOUTH EAST,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,438
2020/11/1,Y02615,NHS ENGLAND MIDLANDS,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,5503
2020/11/1,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1850
2020/11/1,Y00751,NHS ENGLAND SOUTH EAST,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0
2020/11/1,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE,WORKINGTON HEALTH LIMITED,0,0,256
2020/11/1,L83087,NHS ENGLAND SOUTH WEST,OKEHAMPTON MEDICAL CENTRE,0,0,93
2020/11/1,Y02532,NHS ENGLAND NORTH WEST,MIRIAM MINOR EMERGENCY,0,0,1207
2020/11/1,NQT5F,NHS ENGLAND NORTH WEST,SKELMERSDALE WALK IN CENTRE,0,0,881
2020/11/1,RY8,NHS ENGLAND MIDLANDS,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,3322
2020/11/1,NQT5H,NHS ENGLAND SOUTH WEST,PAULTON MEMORIAL HOSPITAL,0,0,365
2020/11/1,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,10434,0,0
2020/11/1,NDJ,NHS ENGLAND SOUTH EAST,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,963
2020/11/1,C82009,NHS ENGLAND MIDLANDS,MARKET HARBOROUGH MED.CTR,0,0,0
2020/11/1,Y02676,NHS ENGLAND SOUTH EAST,BRIGHTON STATION HEALTH CENTRE,0,0,1099
2020/11/1,Y03007,NHS ENGLAND MIDLANDS,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0
2020/11/1,RBZ,NHS ENGLAND SOUTH WEST,NORTHERN DEVON HEALTHCARE NHS TRUST,3040,0,228
2020/11/1,RXQ,NHS ENGLAND SOUTH EAST,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5779,1143,2397
2020/11/1,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2860,0,168
2020/11/1,8J094,NHS ENGLAND MIDLANDS,BADGER LTD,0,0,0
2020/11/1,NTPAD,NHS ENGLAND SOUTH EAST,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,3919
2020/11/1,RBQ,NHS ENGLAND NORTH WEST,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0
2020/11/1,Y02961,NHS ENGLAND MIDLANDS,SUMMERFIELD GP SURG & URGENT CARE CENTRE,0,0,2210
2020/11/1,G82071,NHS ENGLAND SOUTH EAST,WHITSTABLE MEDICAL PRACTICE,0,0,1970
2020/11/1,RNU,NHS ENGLAND SOUTH EAST,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,2044
2020/11/1,C82038,NHS ENGLAND MIDLANDS,LATHAM HOUSE MEDICAL PRACTICE,0,0,191
2020/11/1,REF,NHS ENGLAND SOUTH WEST,ROYAL CORNWALL HOSPITALS NHS TRUST,4526,0,5623
2020/11/1,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0,0,0
2020/11/1,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10168,938,3617
2020/11/1,RWE,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,14512,1269,0
2020/11/1,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE,LOCAL CARE DIRECT,0,0,816
2020/11/1,ARN02,NHS ENGLAND NORTH EAST AND YORKSHIRE,ST.GEORGE'S CENTRE,0,0,1451
2020/11/1,RNA,NHS ENGLAND MIDLANDS,THE DUDLEY GROUP NHS FOUNDATION TRUST,6516,0,4199
2020/11/1,NTP11,NHS ENGLAND SOUTH EAST,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,3065
2020/11/1,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7310,0,0
2020/11/1,RDY,NHS ENGLAND SOUTH WEST,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0
2020/11/1,Y02428,NHS ENGLAND EAST OF ENGLAND,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,401
2020/11/1,RHU,NHS ENGLAND SOUTH EAST,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,7843,573,1734
2020/11/1,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10261,518,7199
2020/11/1,NL7,NHS ENGLAND MIDLANDS,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3081
2020/11/1,Y02816,NHS ENGLAND SOUTH EAST,EASTBOURNE STATION HEALTH CENTRE,0,0,613
2020/11/1,Y03051,NHS ENGLAND SOUTH EAST,HASTINGS MED P & WALKIN,0,0,708
2020/11/1,RY4,NHS ENGLAND EAST OF ENGLAND,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,543
2020/11/1,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3319,0,362
2020/11/1,DD401,NHS ENGLAND SOUTH WEST,EXMOUTH MINOR INJURY UNIT,0,0,617
2020/11/1,RXK,NHS ENGLAND MIDLANDS,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10578,899,1758
2020/11/1,RL4,NHS ENGLAND MIDLANDS,THE ROYAL WOLVERHAMPTON NHS TRUST,10130,0,3225
2020/11/1,RC9,NHS ENGLAND EAST OF ENGLAND,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,12208,0,3164
2020/11/1,RLQ,NHS ENGLAND MIDLANDS,WYE VALLEY NHS TRUST,4433,0,0
2020/11/1,RJR,NHS ENGLAND NORTH WEST,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5248,0,533
2020/11/1,RPC,NHS ENGLAND SOUTH EAST,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,606
2020/11/1,RWP,NHS ENGLAND MIDLANDS,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,9180,0,3118
2020/11/1,RXL,NHS ENGLAND NORTH WEST,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,4907,0,6258
2020/11/1,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,275
2020/11/1,NR3,NHS ENGLAND MIDLANDS,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,2842
2020/11/1,RVY,NHS ENGLAND NORTH WEST,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,5384,0,2247
2020/11/1,NNJ12,NHS ENGLAND MIDLANDS,MARKET HARBOROUGH,0,0,18
2020/11/1,R0D,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,10005,1062,1468
2020/11/1,RNQ,NHS ENGLAND MIDLANDS,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6442,0,0
2020/11/1,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0
2020/11/1,Y03571,NHS ENGLAND MIDLANDS,CORBY URGENT CARE CENTRE,0,0,4608
2020/11/1,NJS05,NHS ENGLAND MIDLANDS,LOUGHBOROUGH URGENT CARE CENTRE,0,0,2917
2020/11/1,NQ106,NHS ENGLAND EAST OF ENGLAND,FRYATT HOSPITAL,0,0,326
2020/11/1,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8645,0,0
2020/11/1,RTQ,NHS ENGLAND SOUTH WEST,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,2656
2020/11/1,RX1,NHS ENGLAND MIDLANDS,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12030,1292,128
2020/11/1,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,9176,0,4069
2020/11/1,NNJ15,NHS ENGLAND MIDLANDS,OAKHAM,0,0,1
2020/11/1,RGN,NHS ENGLAND EAST OF ENGLAND,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11638,0,0
2020/11/1,RJN,NHS ENGLAND NORTH WEST,EAST CHESHIRE NHS TRUST,3275,0,0
2020/11/1,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE ROTHERHAM NHS FOUNDATION TRUST,6128,0,0
2020/11/1,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,5188
2020/11/1,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8466,679,3665
2020/11/1,RW4,NHS ENGLAND NORTH WEST,MERSEY CARE NHS FOUNDATION TRUST,0,0,1404
2020/11/1,RA2,NHS ENGLAND SOUTH EAST,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5082,0,0
2020/11/1,RTP,NHS ENGLAND SOUTH EAST,SURREY AND SUSSEX HEALTHCARE NHS TRUST,7695,0,542
2020/11/1,NNJ0H,NHS ENGLAND MIDLANDS,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,17
2020/11/1,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6323,0,0
2020/11/1,DT301,NHS ENGLAND EAST OF ENGLAND,HERTS URGENT CARE (ASCOTS LANE),0,0,1355
2020/11/1,NDA57,NHS ENGLAND SOUTH EAST,HASLEMERE MINOR INJURIES UNIT,0,0,434
2020/11/1,RL1,NHS ENGLAND MIDLANDS,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0
2020/11/1,NQ108,NHS ENGLAND EAST OF ENGLAND,CLACTON HOSPITAL,0,0,1804
2020/11/1,M85813,NHS ENGLAND MIDLANDS,BIRMINGHAM WIC,0,0,753
2020/11/1,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,3882,0
2020/11/1,RY7,NHS ENGLAND NORTH WEST,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,1237
2020/11/1,RNZ,NHS ENGLAND SOUTH WEST,SALISBURY NHS FOUNDATION TRUST,3331,260,712
2020/11/1,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,8358,440,2268
2020/11/1,RQW,NHS ENGLAND EAST OF ENGLAND,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7562,0,0
2020/11/1,RBK,NHS ENGLAND MIDLANDS,WALSALL HEALTHCARE NHS TRUST,5706,0,2171
2020/11/1,RLT,NHS ENGLAND MIDLANDS,GEORGE ELIOT HOSPITAL NHS TRUST,4772,0,754
2020/11/1,R1D,NHS ENGLAND MIDLANDS,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,1509
2020/11/1,RCX,NHS ENGLAND EAST OF ENGLAND,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5145,0,0
2020/11/1,RXR,NHS ENGLAND NORTH WEST,EAST LANCASHIRE HOSPITALS NHS TRUST,8239,0,4329
2020/11/1,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE,MID YORKSHIRE HOSPITALS NHS TRUST,13263,0,2564
2020/11/1,AC008,NHS ENGLAND NORTH WEST,ROSSENDALE MINOR INJURIES UNIT,0,0,623
2020/11/1,RWF,NHS ENGLAND SOUTH EAST,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12034,0,1641
2020/11/1,NNJ14,NHS ENGLAND MIDLANDS,OADBY,0,0,28
2020/11/1,NNJ13,NHS ENGLAND MIDLANDS,MELTON MOWBRAY,0,0,4
2020/11/1,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE,GATESHEAD HEALTH NHS FOUNDATION TRUST,4021,0,1638
2020/11/1,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6878,0,6112
2020/11/1,RTX,NHS ENGLAND NORTH WEST,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6083,0,1243
2020/11/1,C82010,NHS ENGLAND MIDLANDS,OAKHAM MEDICAL PRACTICE,0,0,132
2020/11/1,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9984,0,0
2020/11/1,RKB,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,6288,1320,5433
2020/11/1,RBN,NHS ENGLAND NORTH WEST,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,8458,0,3331
2020/11/1,REP,NHS ENGLAND NORTH WEST,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,855,0
2020/11/1,NNJ,NHS ENGLAND MIDLANDS,DHU HEALTH CARE C.I.C,0,0,532
2020/11/1,NLX,NHS ENGLAND SOUTH WEST,SIRONA CARE & HEALTH,0,0,5541
2020/11/1,RXW,NHS ENGLAND MIDLANDS,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,8321,0,607
2020/11/1,RA9,NHS ENGLAND SOUTH WEST,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4032,0,1620
2020/11/1,RBD,NHS ENGLAND SOUTH WEST,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3437,0,2013
2020/11/1,R1F,NHS ENGLAND SOUTH EAST,ISLE OF WIGHT NHS TRUST,2291,0,1413
2020/11/1,REM,NHS ENGLAND NORTH WEST,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13780,279,5271
2020/11/1,RYG,NHS ENGLAND MIDLANDS,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0
2020/11/1,RXH,NHS ENGLAND SOUTH EAST,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,10492,1535,0
2020/11/1,RA7,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,10635,1578,0
2020/11/1,Y04538,NHS ENGLAND SOUTH EAST,BRACKNELL URGENT CARE CENTRE WIC,0,0,0
2020/11/1,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,11229,0,5761
2020/11/1,RN7,NHS ENGLAND SOUTH EAST,DARTFORD AND GRAVESHAM NHS TRUST,7803,0,1148
2020/11/1,RK9,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7439,96,2332
2020/11/1,RBT,NHS ENGLAND NORTH WEST,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5374,0,1119
2020/11/1,R0A,NHS ENGLAND NORTH WEST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,16695,2221,3708
2020/11/1,RTK,NHS ENGLAND SOUTH EAST,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7676,0,0
2020/11/1,RJ8,NHS ENGLAND SOUTH WEST,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0
2020/11/1,RQ3,NHS ENGLAND MIDLANDS,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4031,0,0
2020/11/1,RVJ,NHS ENGLAND SOUTH WEST,NORTH BRISTOL NHS TRUST,6425,0,0
2020/11/1,RBS,NHS ENGLAND NORTH WEST,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3779,0,0
2020/11/1,RGP,NHS ENGLAND EAST OF ENGLAND,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5061,0,163
2020/11/1,RGR,NHS ENGLAND EAST OF ENGLAND,WEST SUFFOLK NHS FOUNDATION TRUST,5187,0,312
2020/11/1,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,12487,0,5908
2020/11/1,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0
2020/11/1,AAH,NHS ENGLAND SOUTH WEST,TETBURY HOSPITAL TRUST LTD,0,0,147
2020/11/1,AXG,NHS ENGLAND SOUTH WEST,WILTSHIRE HEALTH & CARE,0,0,181
2020/11/1,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1644
2020/11/1,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,9181,0,11372
2020/11/1,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,10022,0,2131
2020/11/1,RY5,NHS ENGLAND MIDLANDS,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,4029
2020/11/1,RDR,NHS ENGLAND SOUTH EAST,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,6734
2020/11/1,RN5,NHS ENGLAND SOUTH EAST,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,7935,0,23
2020/11/1,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,8314,2885,5352
2020/11/1,RWW,NHS ENGLAND NORTH WEST,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,5548,0,1406
2020/11/1,RWH,NHS ENGLAND EAST OF ENGLAND,EAST AND NORTH HERTFORDSHIRE NHS TRUST,7402,0,3771
2020/11/1,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3056,0,6749
2020/11/1,RTV,NHS ENGLAND NORTH WEST,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0,0,147
2020/11/1,RA4,NHS ENGLAND SOUTH WEST,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3719,0,0
2020/11/1,RBV,NHS ENGLAND NORTH WEST,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0
2020/11/1,NTV0W,NHS ENGLAND SOUTH EAST,WOKING WALK IN CENTRE,0,0,1998
2020/11/1,RRK,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,24849,0,816
2020/11/1,RY2,NHS ENGLAND NORTH WEST,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2518
2020/11/1,NQT10,NHS ENGLAND SOUTH EAST,ASSURA READING LLP,0,0,422
2020/11/1,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6987,0,2439
2020/11/1,RHW,NHS ENGLAND SOUTH EAST,ROYAL BERKSHIRE NHS FOUNDATION TRUST,8079,1609,0
2020/11/1,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,10611,0,8313
2020/11/1,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,8403,1087,2436
2020/11/1,RDE,NHS ENGLAND EAST OF ENGLAND,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11215,0,4088
2020/11/1,RAJ,NHS ENGLAND EAST OF ENGLAND,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,22938,0,2124
2020/11/1,RWG,NHS ENGLAND EAST OF ENGLAND,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,5529,0,4984
2020/11/1,NTV0B,NHS ENGLAND SOUTH EAST,ASHFORD WALK-IN-CENTRE,0,0,1932
2020/11/1,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE,LEEDS TEACHING HOSPITALS NHS TRUST,14112,0,3778
2020/11/1,RHM,NHS ENGLAND SOUTH EAST,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,8077,1044,0
2020/11/1,RJE,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,11639,343,5223
2020/11/1,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE,AIREDALE NHS FOUNDATION TRUST,4056,315,5
2020/11/1,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9722,229,112
2020/11/1,RDU,NHS ENGLAND SOUTH EAST,FRIMLEY HEALTH NHS FOUNDATION TRUST,17479,0,0
2020/11/1,RM3,NHS ENGLAND NORTH WEST,SALFORD ROYAL NHS FOUNDATION TRUST,6726,0,511
2020/11/1,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,5963,0,915
2020/11/1,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9707,0,0
2020/11/1,RMP,NHS ENGLAND NORTH WEST,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6446,0,1495
2020/11/1,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,9480,0,2047
2020/11/1,RH5,NHS ENGLAND SOUTH WEST,SOMERSET NHS FOUNDATION TRUST,5083,0,5048
2020/11/1,RK5,NHS ENGLAND MIDLANDS,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,7134,0,2741
2020/11/1,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7279,411,4517
2020/11/1,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,18777,844,11037
2020/11/1,RNS,NHS ENGLAND MIDLANDS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,6135,669,1100
2020/11/1,RFS,NHS ENGLAND MIDLANDS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5044,0,992
2020/11/1,RM1,NHS ENGLAND EAST OF ENGLAND,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8994,0,4714
2020/11/1,RTE,NHS ENGLAND SOUTH WEST,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,8361,0,1847
2020/11/1,RTG,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,12963,0,9434
2020/11/1,RWJ,NHS ENGLAND NORTH WEST,STOCKPORT NHS FOUNDATION TRUST,6949,0,0
2020/11/1,RXC,NHS ENGLAND SOUTH EAST,EAST SUSSEX HEALTHCARE NHS TRUST,7952,0,1828
2020/11/1,RD8,NHS ENGLAND EAST OF ENGLAND,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6391,0,2775
2020/11/1,RWX,NHS ENGLAND SOUTH EAST,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1570
2020/11/1,RN3,NHS ENGLAND SOUTH WEST,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4156,0,2930
2020/11/1,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,2425
2020/11/1,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,15068,0,2595
2020/11/1,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5166,0,2521
2020/11/1,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,4208,0,3590
2020/11/1,RVV,NHS ENGLAND SOUTH EAST,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12822,0,2490
2020/11/1,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,6578,0,0
2020/11/1,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,8564,345,2996
2020/11/1,RTH,NHS ENGLAND SOUTH EAST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8992,1252,380
2020/11/1,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,7887,0,0
2020/11/1,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8967,0,0
2020/11/1,NYM13,NHS ENGLAND LONDON,HHCIC EAST WIC,0,0,0
2020/11/1,RD1,NHS ENGLAND SOUTH WEST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,5318,0,488
2020/11/1,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,2491
2020/11/1,C83023,NHS ENGLAND MIDLANDS,SLEAFORD MEDICAL GROUP,0,0,183
2020/11/1,RPA,NHS ENGLAND SOUTH EAST,MEDWAY NHS FOUNDATION TRUST,5768,0,2386
2020/11/1,RGT,NHS ENGLAND EAST OF ENGLAND,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6795,0,2745
2020/11/1,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,2327
2020/11/1,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE,EAST RIDING COMMUNITY HOSPITAL,0,0,1260
2020/11/1,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE WILBERFORCE HEALTH CENTRE,0,0,1357
